id,name
nave_foto_tipo_proa,Proa
nave_foto_tipo_babor,Babor
nave_foto_tipo_casco,Casco
nave_foto_tipo_estrib,Estribor
nave_foto_tipo_num_troque,Número de Troquelado
nave_foto_tipo_num_serie,Número de Serie
