id,name
nave_casco_alum,Aluminio
nave_casco_ferr_cem,Ferro-Cemento
nave_casco_made,Madera
nave_casco_ace_nav,Acero Naval
nave_casco_fibr_vidr,Fibra de Vidrio
nave_casco_made_fibr,Madera/Fibra de Vidrio
nave_casco_goma,Goma
